customer_id,customer_segment_id,full_name,age,country,journey_stage,total_aum,profile_json,created_time
029be124-ef1b-c8a5-71eb-93cad6727834,6425e5ab-7515-e194-341e-7ab7783ea6ab,Li Lei,77,CN,retention,534293.18,"{""kyc_status"": ""PENDING_REVIEW"", ""risk_profile"": ""HIGH"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""CityHospital"", ""industry"": ""FINANCE""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""zh-CN""}, ""tags"": [""VIP"", ""ESG_INVESTOR""], ""custom_fields"": {""referral_source"": ""PARTNER"", ""onboarding_date"": ""2024-01-12""}, ""segment_context"": {""segment_name"": ""emerging_affluent"", ""segment_tier"": ""TIER_3"", ""risk_band"": ""HIGH""}}",2026-01-14T16:02:00+08:00
0270cfe4-91c4-01b5-0e3b-4d8fb9974919,360f8136-bbe7-6222-5f51-8a9ba93e7828,Zhao Fang,83,GB,activation,245506.85,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""HIGH"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""MetroBank"", ""industry"": ""HEALTHCARE""}, ""contact_prefs"": {""email"": true, ""sms"": true, ""language"": ""en-GB""}, ""tags"": [""DIGITAL_ONLY"", ""ESG_INVESTOR""], ""custom_fields"": {""referral_source"": ""REFERRAL"", ""onboarding_date"": ""2024-01-13""}, ""segment_context"": {""segment_name"": ""emerging_affluent"", ""segment_tier"": ""TIER_4"", ""risk_band"": ""HIGH""}}",2026-03-06T12:26:00+08:00
5b56d133-6460-0098-e005-8dc8a77223ca,9f1b67f9-9102-e31f-44d4-9f298b80abaf,Liu Lei,57,US,onboarding,1432740.56,"{""kyc_status"": ""EXPIRED"", ""risk_profile"": ""HIGH"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""MetroBank"", ""industry"": ""HEALTHCARE""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""en-US""}, ""tags"": [""DIGITAL_ONLY"", ""MASS_AFFLUENT""], ""custom_fields"": {""referral_source"": ""BRANCH"", ""onboarding_date"": ""2024-01-14""}, ""segment_context"": {""segment_name"": ""small_business_owner"", ""segment_tier"": ""TIER_3"", ""risk_band"": ""HIGH""}}",2026-01-02T12:09:00+08:00
f38ccd43-2831-5e11-0b26-6268c282352d,00be10dd-23a0-7ae7-8f5f-923bd1dee223,Huang Fang,45,CN,onboarding,2307025.44,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""HIGH"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""CityHospital"", ""industry"": ""SOFTWARE""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""zh-CN""}, ""tags"": [""DIGITAL_ONLY"", ""MASS_AFFLUENT""], ""custom_fields"": {""referral_source"": ""REFERRAL"", ""onboarding_date"": ""2024-01-15""}, ""segment_context"": {""segment_name"": ""high_net_worth"", ""segment_tier"": ""TIER_2"", ""risk_band"": ""HIGH""}}",2026-01-06T17:10:00+08:00
1c58b2d2-1690-9975-f9a3-05c14db94393,06491be3-ac1f-7413-dcfd-e7ab6b71091f,Li Hao,44,CN,retention,598471.88,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""HIGH"", ""occupation"": {""type"": ""RETIRED"", ""employer"": ""CityHospital"", ""industry"": ""MANUFACTURING""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""zh-CN""}, ""tags"": [""ESG_INVESTOR"", ""MASS_AFFLUENT""], ""custom_fields"": {""referral_source"": ""BRANCH"", ""onboarding_date"": ""2024-01-16""}, ""segment_context"": {""segment_name"": ""small_business_owner"", ""segment_tier"": ""TIER_3"", ""risk_band"": ""HIGH""}}",2026-01-17T15:09:00+08:00
42ab93ed-9795-90ea-1bbc-29a996d2438c,cae9aeb6-4738-aee4-568c-353a9e2b4390,Li Na,45,GB,activation,1182031.23,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""MODERATE"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""MetroBank"", ""industry"": ""SOFTWARE""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""en-GB""}, ""tags"": [""VIP"", ""ESG_INVESTOR""], ""custom_fields"": {""referral_source"": ""BRANCH"", ""onboarding_date"": ""2024-01-17""}, ""segment_context"": {""segment_name"": ""high_net_worth"", ""segment_tier"": ""TIER_2"", ""risk_band"": ""MEDIUM""}}",2026-02-18T12:25:00+08:00
77bef12b-ade3-34aa-99d9-ae878b60d6bf,77342a1a-2033-b385-0059-4b4303dae5ef,Zhao Na,46,CN,retention,2116855.66,"{""kyc_status"": ""PENDING_REVIEW"", ""risk_profile"": ""LOW"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""MetroBank"", ""industry"": ""SOFTWARE""}, ""contact_prefs"": {""email"": false, ""sms"": true, ""language"": ""zh-CN""}, ""tags"": [""MASS_AFFLUENT"", ""VIP""], ""custom_fields"": {""referral_source"": ""WEB_AD"", ""onboarding_date"": ""2024-01-18""}, ""segment_context"": {""segment_name"": ""high_net_worth"", ""segment_tier"": ""TIER_2"", ""risk_band"": ""LOW""}}",2026-01-15T12:57:00+08:00
6c1d6c3e-cf3b-861e-5966-12fc6625827b,230dd42c-0814-e5b6-0dce-fb02767b531e,Zhao Fang,44,US,activation,8020904.96,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""MODERATE"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""TechCorp Inc"", ""industry"": ""SOFTWARE""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""en-US""}, ""tags"": [""MASS_AFFLUENT"", ""VIP""], ""custom_fields"": {""referral_source"": ""BRANCH"", ""onboarding_date"": ""2024-01-19""}, ""segment_context"": {""segment_name"": ""high_net_worth"", ""segment_tier"": ""TIER_2"", ""risk_band"": ""MEDIUM""}}",2026-02-21T14:08:00+08:00
68193355-94f0-4274-c144-1ddacf177685,659eb8e4-3df6-ebe0-a6d8-ad973cabe63a,Huang Lei,44,CN,activation,3278510.08,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""MODERATE"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""GlobalTrade Ltd"", ""industry"": ""MANUFACTURING""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""zh-CN""}, ""tags"": [""MASS_AFFLUENT"", ""ESG_INVESTOR""], ""custom_fields"": {""referral_source"": ""WEB_AD"", ""onboarding_date"": ""2024-01-20""}, ""segment_context"": {""segment_name"": ""emerging_affluent"", ""segment_tier"": ""TIER_2"", ""risk_band"": ""MEDIUM""}}",2026-01-28T17:09:00+08:00
a47e7d02-1836-a188-667f-72946142a500,babdf709-8ce9-a6ba-fa67-1a2fd19e1b3a,Wang Na,18,CN,onboarding,3370610.99,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""LOW"", ""occupation"": {""type"": ""RETIRED"", ""employer"": ""MetroBank"", ""industry"": ""HEALTHCARE""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""zh-CN""}, ""tags"": [""VIP"", ""MASS_AFFLUENT""], ""custom_fields"": {""referral_source"": ""BRANCH"", ""onboarding_date"": ""2024-01-21""}, ""segment_context"": {""segment_name"": ""private_banking"", ""segment_tier"": ""TIER_1"", ""risk_band"": ""LOW""}}",2026-02-24T14:36:00+08:00
e7af9580-593c-cc7a-a098-ea187d1fe3b7,b805964c-9f92-b52f-7a8e-695207b69dac,Zhang Ming,18,CN,retention,496599.47,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""MODERATE"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""MetroBank"", ""industry"": ""FINANCE""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""zh-CN""}, ""tags"": [""VIP"", ""DIGITAL_ONLY""], ""custom_fields"": {""referral_source"": ""WEB_AD"", ""onboarding_date"": ""2024-01-22""}, ""segment_context"": {""segment_name"": ""emerging_affluent"", ""segment_tier"": ""TIER_4"", ""risk_band"": ""MEDIUM""}}",2026-02-24T09:13:00+08:00
f79cdf8e-c87a-5f29-d77d-2ea7fae13d8e,a74a0754-8739-c7f9-5b6c-dc13af8475e0,Liu Ming,55,CN,advocacy,4047530.14,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""HIGH"", ""occupation"": {""type"": ""SELF_EMPLOYED"", ""employer"": ""GlobalTrade Ltd"", ""industry"": ""MANUFACTURING""}, ""contact_prefs"": {""email"": true, ""sms"": true, ""language"": ""zh-CN""}, ""tags"": [""ESG_INVESTOR"", ""VIP""], ""custom_fields"": {""referral_source"": ""BRANCH"", ""onboarding_date"": ""2024-01-23""}, ""segment_context"": {""segment_name"": ""mass_affluent"", ""segment_tier"": ""TIER_3"", ""risk_band"": ""HIGH""}}",2026-03-23T13:13:00+08:00
693f825d-705d-0639-f55f-9c697cf1b6f1,558b3f99-bb87-1c0e-d0f4-176ba6a24ed2,Yang Wei,21,CN,growth,653756.04,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""HIGH"", ""occupation"": {""type"": ""RETIRED"", ""employer"": ""TechCorp Inc"", ""industry"": ""SOFTWARE""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""zh-CN""}, ""tags"": [""ESG_INVESTOR"", ""DIGITAL_ONLY""], ""custom_fields"": {""referral_source"": ""PARTNER"", ""onboarding_date"": ""2024-01-24""}, ""segment_context"": {""segment_name"": ""emerging_affluent"", ""segment_tier"": ""TIER_4"", ""risk_band"": ""VERY_HIGH""}}",2026-03-09T09:25:00+08:00
9c316cc5-460d-30b9-82e9-41e029eb9da6,d67ba211-5234-7ed7-ecb4-8a70bdcb403e,Chen Jie,29,SG,activation,14809265.67,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""MODERATE"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""CityHospital"", ""industry"": ""SOFTWARE""}, ""contact_prefs"": {""email"": false, ""sms"": true, ""language"": ""en-US""}, ""tags"": [""ESG_INVESTOR"", ""VIP""], ""custom_fields"": {""referral_source"": ""REFERRAL"", ""onboarding_date"": ""2024-01-25""}, ""segment_context"": {""segment_name"": ""mass_affluent"", ""segment_tier"": ""TIER_2"", ""risk_band"": ""MEDIUM""}}",2026-01-04T19:00:00+08:00
5991bc9e-0ee7-a388-6c18-34c81db1840a,1ede4544-bcfb-80c9-da99-2489e91c7e9d,Li Wei,20,GB,activation,373742.98,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""MODERATE"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""CityHospital"", ""industry"": ""SOFTWARE""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""en-GB""}, ""tags"": [""VIP"", ""MASS_AFFLUENT""], ""custom_fields"": {""referral_source"": ""REFERRAL"", ""onboarding_date"": ""2024-01-26""}, ""segment_context"": {""segment_name"": ""mass_affluent"", ""segment_tier"": ""TIER_3"", ""risk_band"": ""MEDIUM""}}",2026-04-01T13:18:00+08:00
b8fbdc54-5bec-bd43-60d6-6c0383d6067b,b6830be3-eb1e-7436-290b-23b0a156e2eb,Chen Ming,40,CN,growth,469503.98,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""HIGH"", ""occupation"": {""type"": ""RETIRED"", ""employer"": ""TechCorp Inc"", ""industry"": ""MANUFACTURING""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""zh-CN""}, ""tags"": [""DIGITAL_ONLY"", ""MASS_AFFLUENT""], ""custom_fields"": {""referral_source"": ""REFERRAL"", ""onboarding_date"": ""2024-01-27""}, ""segment_context"": {""segment_name"": ""mass_affluent"", ""segment_tier"": ""TIER_3"", ""risk_band"": ""HIGH""}}",2026-03-01T12:37:00+08:00
82e2b639-4a65-7719-9403-5626c8911298,5a44f41d-de98-abd1-d9dc-b6b49ee95c24,Wang Lei,40,CN,activation,247814.93,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""HIGH"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""MetroBank"", ""industry"": ""SOFTWARE""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""zh-CN""}, ""tags"": [""VIP"", ""ESG_INVESTOR""], ""custom_fields"": {""referral_source"": ""WEB_AD"", ""onboarding_date"": ""2024-01-28""}, ""segment_context"": {""segment_name"": ""mass_affluent"", ""segment_tier"": ""TIER_3"", ""risk_band"": ""VERY_HIGH""}}",2026-03-15T15:38:00+08:00
60fe4b81-2285-44df-73f0-0b650f2fa5ae,7af9d1a2-44d1-d3bc-3ab2-f29984ad536d,Chen Lei,42,CN,activation,143278.26,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""HIGH"", ""occupation"": {""type"": ""SELF_EMPLOYED"", ""employer"": ""GlobalTrade Ltd"", ""industry"": ""SOFTWARE""}, ""contact_prefs"": {""email"": true, ""sms"": true, ""language"": ""zh-CN""}, ""tags"": [""MASS_AFFLUENT"", ""DIGITAL_ONLY""], ""custom_fields"": {""referral_source"": ""WEB_AD"", ""onboarding_date"": ""2024-01-29""}, ""segment_context"": {""segment_name"": ""mass_affluent"", ""segment_tier"": ""TIER_3"", ""risk_band"": ""HIGH""}}",2026-03-15T17:22:00+08:00
a1a2724c-7890-9e4c-dfa0-61aaf983d19b,51e5d93f-fbbe-5e56-4859-b8b38b322b35,Liu Lei,23,GB,advocacy,4064109.10,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""MODERATE"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""CityHospital"", ""industry"": ""SOFTWARE""}, ""contact_prefs"": {""email"": true, ""sms"": true, ""language"": ""en-GB""}, ""tags"": [""ESG_INVESTOR"", ""DIGITAL_ONLY""], ""custom_fields"": {""referral_source"": ""WEB_AD"", ""onboarding_date"": ""2024-01-30""}, ""segment_context"": {""segment_name"": ""emerging_affluent"", ""segment_tier"": ""TIER_2"", ""risk_band"": ""MEDIUM""}}",2026-02-18T16:52:00+08:00
12e61a07-d459-17c2-5b07-d749b400e44b,8cb92a07-8f4b-669b-9986-fc11cc616d7b,Chen Hao,50,HK,growth,199689.94,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""HIGH"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""MetroBank"", ""industry"": ""FINANCE""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""zh-CN""}, ""tags"": [""ESG_INVESTOR"", ""MASS_AFFLUENT""], ""custom_fields"": {""referral_source"": ""BRANCH"", ""onboarding_date"": ""2024-01-31""}, ""segment_context"": {""segment_name"": ""emerging_affluent"", ""segment_tier"": ""TIER_3"", ""risk_band"": ""HIGH""}}",2026-02-26T14:24:00+08:00
9e359262-3a89-b04c-22c0-1bbb4ed05097,2da4c946-54fc-172e-4b58-054d8cecd204,Huang Ming,63,US,onboarding,2071208.45,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""HIGH"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""MetroBank"", ""industry"": ""SOFTWARE""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""en-US""}, ""tags"": [""ESG_INVESTOR"", ""MASS_AFFLUENT""], ""custom_fields"": {""referral_source"": ""WEB_AD"", ""onboarding_date"": ""2024-02-01""}, ""segment_context"": {""segment_name"": ""high_net_worth"", ""segment_tier"": ""TIER_2"", ""risk_band"": ""VERY_HIGH""}}",2026-03-05T13:59:00+08:00
8a4e5508-d665-7607-d243-7fb66b88d2d5,52464c5d-4895-a144-a644-dbed09fd158a,Yang Ming,34,CN,retention,77548.73,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""HIGH"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""MetroBank"", ""industry"": ""HEALTHCARE""}, ""contact_prefs"": {""email"": true, ""sms"": true, ""language"": ""zh-CN""}, ""tags"": [""MASS_AFFLUENT"", ""VIP""], ""custom_fields"": {""referral_source"": ""PARTNER"", ""onboarding_date"": ""2024-02-02""}, ""segment_context"": {""segment_name"": ""emerging_affluent"", ""segment_tier"": ""TIER_4"", ""risk_band"": ""HIGH""}}",2026-02-15T10:10:00+08:00
59c9d4af-8263-0cd1-3e20-6875146273ae,1c3196f6-5c4e-0708-0fa6-0e4353ae90a7,Yang Na,66,CN,retention,4675977.21,"{""kyc_status"": ""PENDING_REVIEW"", ""risk_profile"": ""HIGH"", ""occupation"": {""type"": ""RETIRED"", ""employer"": ""GlobalTrade Ltd"", ""industry"": ""FINANCE""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""zh-CN""}, ""tags"": [""VIP"", ""MASS_AFFLUENT""], ""custom_fields"": {""referral_source"": ""REFERRAL"", ""onboarding_date"": ""2024-02-03""}, ""segment_context"": {""segment_name"": ""mass_affluent"", ""segment_tier"": ""TIER_3"", ""risk_band"": ""HIGH""}}",2026-01-13T13:14:00+08:00
e42d4304-6109-a3ac-e420-b99cd94738be,ad4676b3-b55a-c85f-965c-ea061654d32a,Huang Lei,19,CN,retention,148273.23,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""MODERATE"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""CityHospital"", ""industry"": ""FINANCE""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""zh-CN""}, ""tags"": [""VIP"", ""MASS_AFFLUENT""], ""custom_fields"": {""referral_source"": ""WEB_AD"", ""onboarding_date"": ""2024-02-04""}, ""segment_context"": {""segment_name"": ""mass_affluent"", ""segment_tier"": ""TIER_3"", ""risk_band"": ""MEDIUM""}}",2026-03-13T10:41:00+08:00
583179e5-ce57-6403-dfc6-20a8693d4b1b,5ee552ab-5ada-9e72-25fb-a674e88a2b77,Wang Fang,28,SG,onboarding,86386.52,"{""kyc_status"": ""PENDING_REVIEW"", ""risk_profile"": ""HIGH"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""MetroBank"", ""industry"": ""SOFTWARE""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""en-US""}, ""tags"": [""VIP"", ""MASS_AFFLUENT""], ""custom_fields"": {""referral_source"": ""BRANCH"", ""onboarding_date"": ""2024-02-05""}, ""segment_context"": {""segment_name"": ""emerging_affluent"", ""segment_tier"": ""TIER_4"", ""risk_band"": ""VERY_HIGH""}}",2026-01-23T14:23:00+08:00
029339c8-a388-425c-572b-cc78b3d67d87,85ffed93-24bb-4560-293b-0b4dd96cd6f1,Liu Fang,24,SG,activation,20338.11,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""HIGH"", ""occupation"": {""type"": ""EMPLOYED"", ""employer"": ""GlobalTrade Ltd"", ""industry"": ""MANUFACTURING""}, ""contact_prefs"": {""email"": true, ""sms"": false, ""language"": ""en-US""}, ""tags"": [""DIGITAL_ONLY"", ""MASS_AFFLUENT""], ""custom_fields"": {""referral_source"": ""REFERRAL"", ""onboarding_date"": ""2024-02-06""}, ""segment_context"": {""segment_name"": ""emerging_affluent"", ""segment_tier"": ""TIER_4"", ""risk_band"": ""HIGH""}}",2026-01-09T15:34:00+08:00
f197aebb-9015-4a4f-859a-38370debd23b,476cdf7e-d040-613f-53ce-edf88a68995e,Chen Jie,43,GB,advocacy,275222.84,"{""kyc_status"": ""VERIFIED"", ""risk_profile"": ""HIGH"", ""occupation"": {""type"": ""SELF_EMPLOYED"", ""employer"": ""GlobalTrade Ltd"", ""industry"": ""FINANCE""}, ""contact_prefs"": {""email"": true, ""sms"": true, ""language"": ""en-GB""}, ""tags"": [""VIP"", ""DIGITAL_ONLY""], ""custom_fields"": {""referral_source"": ""BRANCH"", ""onboarding_date"": ""2024-02-07""}, ""segment_context"": {""segment_name"": ""small_business_owner"", ""segment_tier"": ""TIER_3"", ""risk_band"": ""HIGH""}}",2026-02-04T14:18:00+08:00
